metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 17 de diciembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/49B6BC3EA180A988052587B3006312A8/$FILE/Asis_vot_OFICIAL_17-12-21.pdf
dia,2021-12-17
hora,18:10
asunto,"TEXTO SUSTITUTORIO CONSENSUADO DE LAS COMISIONES DE TRABAJO Y DE DESCENTRALIZACIÓN RECAÍDO EN LOS PROYECTOS DE LEY 159 Y 385, QUE PROPONE LA LEY QUE RECONOCE LAS PRÁCTICAS PREPROFESIONALES Y PRÁCTICAS PROFESIONALES COMO EXPERIENCIA LABORAL Y MODIFICA EL DECRETO LEGISLATIVO 1401"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,62
