metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 12 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/9189DF785DE110F605258829005A74F6/$FILE/Asis_vot_OFICIAL_12-04-22.pdf
dia,2022-04-12
hora,21:30
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 2348, QUE PROPONE CONSTITUIR, POR UN PLAZO DE 90 DÍAS HÁBILES, LA COMISIÓN INVESTIGADORA MULTIPARTIDARIA ENCARGADA DE DETERMINAR LAS POSIBLES RESPONSABILIDADES POLÍTICAS, PENALES Y ADMINISTRATIVAS A QUE HUBIERA LUGAR, EN TORNO A LAS MUERTES OCURRIDAS DURANTE LAS PROTESTAS CIUDADANAS INICIADAS EL 28 DE MARZO DE 2022."
presidente,"WONG PUJADA ,ENRIQUE"
quorum,64
