etiqueta,valor
tipo_votacion,dictamen
reglamento_congreso_articulos,
cuestion_order_planteado_por,
proyectos_ley,28
leyes,
proyectos_resolucion_legislativa,
resoluciones_legislativas,
comision,PRESUPUESTO Y CUENTA GENERAL DE LA REPUBLICA
