metadato,valor
dia,2022-07-07
hora,22:27
asunto,"SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 869, QUE PROPONE OTORGAR FUNCIONES COMPARTIDAS A LOS GOBIERNOS LOCALES EN LOS PROCESOS DE FORMALIZACIÓN DE LA PROPIEDAD INFORMAL"
presidente,"WONG PUJADA, ENRIQUE"
quorum,61
