hora,nota
21:55,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Arriola Tueros, Cavero Alva, Chirinos Venegas, Cueto Aserví, Doroteo Carbajo, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Martinez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, y Tudela Gutiérrez; de sus votos en contra los congresistas Balcazar Zolada, Bazán Narro, Echeverría Rodríguez, Elera García, Málaga Trillo, Paredes Pique, Pariona Sinche, Soto Palacios y Torres Salinas; y de su abstención los congresistas Anderson Ramirez y Portero López."
