metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C7E242AA0224776B05258782005DC225/$FILE/Asis_vot_OFICIAL_21-10-21.pdf
dia,2021-10-21
hora,21:09
asunto,"
CUADRO NOMINATIVO DE LA COMISIÓN INVESTIGADORA MULTIPARTIDARIA, INTEGRADA POR UN REPRESENTANTE DE CADA GRUPO PARLAMENTARIO, PARA QUE, EN EL PLAZO
DE TREINTA (30) DÍAS CALENDARIO, SE ENCARGUE DE INVESTIGAR LAS PREGUNTAS IRRGULARIDADES Y POSIBLES ILÍCITOS COMETIFOS DESDE EL 28 DE JULIO HASTA
EL 01 DE AGOSTO, POR PARTE DE ALTOS FUNCIONARIOS Y DEMAS PERSONAS QUE RESULTEN INTEGRANTES DEL GOBIERNO DEL PRESIDENTE PEDRO CASTILLO"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
