hora,nota
00:23,"El congresista Williams Zapata, presidente del Congreso, deja constancia del voto a favor de los congresistas López Ureña, Alva Rojas y Zeta Chunga; del voto en contra de los congresistas Palacios Huamán, Portalatino Ávalos, Mita Alanoca y Taipe Coronado; y del voto en abstención de la congresista Camones Soriano."
