hora,nota
19:12,"El presidente del Congreso deja constancia del voto a favor de los congresistas Sánchez Palomino y de Heidinger Ballesteros; y del voto en abstención de los congresistas López Morales, Camones Soriano y Castillo Rivas."
19:12,"El presidente del Congreso deja constancia del voto a favor de los congresistas Sánchez Palomino y de Heidinger Ballesteros; y del voto en abstención de los congresistas López Morales, Camones Soriano y Castillo Rivas."
