hora,nota
20:30,"El congresista Alegría García, primer vicepresidente del Congreso, en ejercicio de la Presidencia, deja constancia del voto a favor de los congresistas Paredes Fonseca, Alva Rojas, Martínez Talavera; del voto en contra del congresista Sánchez Palomino; y del voto en abstención del congresista Padilla Romero."
