metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Asistencia a la sesión solemne del 09-12-2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8AAB5B9E982B410A052587AC00519371/$FILE/Asis_vot_PROVISIONAL_09-12-21.pdf
dia,2021-12-09
hora,20:35
asunto,"MOCIONES 502 Y 909, QUE PROPONE CREAR LA OCMISIÓN  ESPECIAL MULTIPARTIDARIA DENOMINADA ´COMISIÓN ESPECIAL MULTIPARTIDARIA PRO-INVERSIÓN ENCARGADA DE COADYUVAR A FOMENTAR LA INVESRIÓN PÚBLICA Y PROVADA, NACIONAL Y EXTRANAJERA; ASI COMO PROMOVER LA REACTIVACIÓN DE LOS PROYECTOS DE INVERSION PÚBLICAS PARALIZADAS, A NIVEL NACIONAL. LA COMISIÓN EJERCE SUS FUNCIONES HASTA EL 15 DE JULIO DEL AÑO 2022"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
