metadato,valor
dia,2021-10-21
hora,21:15
asunto,"CUADRO NOMINATIVO DE LA COMISION MULTIPARTIDARIA DE ANALISIS, SEGUIMIENTO, COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO-TUMBES, DURANTE EL PERIODO PARLAMENTARIO 2021-2026, CON LA FINALIDAD DE CONTRIBUIR CON LOS ESFUERZO EN MATERIA LEGISLATIVA, DE SEGUIMIENTO Y DE CONTROL POLITICO A LAS ACCIONES DESARROLLADAS POR EL PODER EJECUTIVO, EN EL GOBIERNO REGIONAL DE TUMBES Y EL CONGRESO DE LA REPUBLICA"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
