metadato,valor
dia,2022-12-11
hora,22:33
asunto,"RECONSIDERACIÓN DE LA VOTACIÓN RESPECTO AL PEDIDO DE LA CONGRESISTA TAIPE CORONADO PARA QUE LA SESIÓN DEL PLENO SEA SUSPENDIDA Y SE DECLARE DOS DÍAS DE DUELO PARLAMENTARIO"
presidente,"WILLIAMS ZAPATA, JOSÉ DANIEL"
quorum,64
