metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2022-2023
legislatura,Segunda Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 30-03-2023
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/799A44E3316E7B0205258987004FDA10/$FILE/Asis_vot_OFICIAL_30-03-23.pdf
dia,2023-03-30
