metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1578E79652B80B060525873E0006FF63/$FILE/Asis-vot-OFICIAL-19-08-21.pdf
dia,2021-08-19
hora,18:23
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 083, QUE PROPONE QUE EL CONGRESO DE LA REPÚBLICA DECLARE PERSONA NO GRATA AL CIUDADANO BOLIVIANO EVO MORALES AYMA, POR SU INACEPTABLE Y CONSTANTE INTROMISIÓN EN LA POLÍTICA NACIONAL DE NUESTRO PAÍS Y EXHORTE AL MENCIONADO CIUDADANO BOLVIANO PARA QUE SE ABSTENGA DE REALIZAR COMENTARIOS SOBRE LA POLÍTICA NACIONAL DE NUESTRO PAÍS, POR CONSTITUIRSE EN UNA INJERENCIA INACEPTABLE."
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
