hora,nota
23:11,"El presidente del Congreso deja constancia del voto a favor de los congresistas Morante Figari, Zeta Chunga, Alva Rojas, Barbarán Reyes y Alcarraz Agüero; y del voto en contra de los congresistas Palacios Huamán, Taipe Coronado, Quispe Mamani y Cortez Aguirre."
