metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1578E79652B80B060525873E0006FF63/$FILE/Asis-vot-OFICIAL-19-08-21.pdf
dia,2021-08-19
hora,19:26
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 038, QUE PROPONE QUE EL CONGRESO DE LA REPÚBLICA ACUERDE CONSIDERAR QUE LA SUSCRIPCIÓN DE LA RESOLUCIÓN SUPREMA 64-2021-PCM, DEL 29 DE JULIO DE 2021, MEDIANTE LA CUAL EL SEÑOR PRESIDENTE DE LA REPÚBLICA, JOSÉ PEDRO CASTILLO TERRONES, DESIGNA COMO PRESIDENTE DEL CONSEJO DE MINISTROS AL SEÑOR GUIDO BELLIDO UGARTE , CONSTITUYE ACTO INMORAL Y DE RECHAZO DE TODOS LOS PERUANOS"
presidente,"CAMONES SORIANO, LADY MERCEDES"
quorum,64
