hora,nota
21:54,"El congresista Alegría García, primer vicepresidente, en ejercicio de la Presidencia del Congreso, deja constancia del voto a favor de los congresistas Barbarán Reyes, López Morales, Zeballos Aponte, Morante Figari, Martínez Talavera, Zeta Chunga, Portalatino Ávalos, Muñante Barrios, Padilla Romero, Juárez Calle, Taipe Coronado, Agüero Gutiérrez, Burgos Oliveros, Gutiérrez Ticona y Olivos Martínez; del voto en contra de Julón Irigoín, Flores Ramírez y Kamiche Morante; y del voto en abstención de Córdova Lobatón, Pariona Sinche, Flores Ancachi y Espinoza Vargas."
