metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión Virtual del 16 de diciembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/0E8FA912FD5064D8052587B30062EA0C/$FILE/Asis_vot_OFICIAL_16-12-2021.pdf
dia,2021-12-16
hora,12:00
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 1422, QUE PROPONE EXPRESAR SU RESPALDO A LA PRESIDENTA DEL CONGRESO, MARÍA DEL CARMEN ALVA, FRENTE A LOS ATAQUES INFUNDADOS Y COORDINADOS QUE VIENE RECIBIENDO DE LA IZQUIERDA RADICAL PERUANA Y ESPAÑOLA"
presidente,"CAMONES SORIANO, LADY MERCEDES"
quorum,64
