metadato,valor
dia,2023-11-02
hora,17:59
asunto,"NUEVO TEXTO RESPECTO DE LA AUTÓGRAFA OBSERVADA POR EL PODER EJECUTIVO DE LOS PROYECTOS DE LEY 1531 Y 1640 QUE PROPONE MODIFICAR LA LEY 27489, LEY QUE REGULA LAS CENTRALES PRIVADAS DE INFORMACIÓN DE RIESGOS Y DE PROTECCIÓN AL TITULAR DE LA INFORMACIÓN, CON EL FIN DE RESTRINGIR EL USO DE LA INFORMACIÓN DE LAS CENTRALES PRIVADAS DE INFORMACIÓN DE RIESGOS (CEPIR)"
presidente,"SOTO REYES, ALEJANDRO"
quorum,63
