metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 21 de enero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/10890BE36A1C9711052587DB00706320/$FILE/Asis_vot_OFICIAL_21-01-22.pdf
dia,2022-01-21
hora,21:04
asunto,"ACLARACIÓN PARA RECTIFICAR LA REDACCIÓN DEL TEXTO SUSTITURIO DEL PROYECTO DE LEY 297, QUE MODIFICA EL ARTÍCULO 6 DE LA LEY 26221, LEY ORGÁNICA DE HIDROCARBUROS, Y DIVERSOS ARTÍCULOS DE LA LEY 26225, LEY DE ORGANIZACIÓN Y FUNCIONES DE PERUPETRO S.A."
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
