metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 02 de febrero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/04E0B1A815D8B9F5052587DD00668A3A/$FILE/Asis_vot_OFICIAL_2-02-22.pdf
dia,2022-02-02
hora,19:07
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITURIO DE LOS PROYECTOS DE LEY 129, 337, 429, 432, 443, 444, 445, 446 Y 508, QUE PROPONE LA LEY QUE REVALORIZA LA CARRERA DOCENTE, MODIFICANDO EL ARTÍCULO 63 DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL, SOBRE LA COMPESACIÓN POR TIEMPO DE SERVICIOS."
presidente,"CAMONES SORIANO, LADY MERCEDES"
quorum,62
