hora,nota
20:36,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Anderson Ramirez, Bazán Narro, Cavero Alva, Elera García, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Málaga Trillo, Paredes Pique, Pariona Sinche, Torres Salinas y Tudela Gutiérrez; de sus votos en contra los congresistas Agüero Gutiérrez, Alva Rojas, Arriola Tueros, Balcazar Zelada, Cueto Aserví, Doroteo Carbajo, Martinez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Pariona Sinche, Portero Lopez, Soto Palacios y Echeverría Rodríguez."
