metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 12 de mayo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D440D45308F396F20525884400726192/$FILE/Asis_vot_OFICIAL_12-05-22.pdf 
dia,2022-05-12
hora,23:05
asunto,"INFORME PRELIMINAR DE LA COMISIÓN ESPECIAL INVESTIGADORA MULTIPARTIDARIA, RESPECTO AL COBRO DEL CONCEPTO DE CARGO FIJO DEL SERVICIO DE ELECTRICIDAD EN LOS PERIODOS DE MARZO, ABRIL Y JUNIO DEL 2020 DURANTE EL GOBIERNO DEL EXPRESIDENTE MARTÍN VIZCARRA CORNEJO (MOCIÓN 27), MEDIANTE EL CUAL SOLICITA LA AMPLIACIÓN DE PLAZO POR 180 DÍAS NATURALES"
presidente,"WONG PUJADA, ENRIQUE"
quorum,63
