metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión Virtual del 21 de diciembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/339B4FA590DB4A57052587B30062BDED/$FILE/Asis_vot_OFICIAL_21-12-21.pdf
dia,2021-12-21
hora,13:33
asunto,"NÓMINA DE INTEGRANTES DE LA COMISIÓN ESPECIAL MULTIPARTIDARIA PRO-INVERSIÓN, CONSTITUIDA POR LAS MOCIONES 502 Y 909."
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
