metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 02 de febrero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/04E0B1A815D8B9F5052587DD00668A3A/$FILE/Asis_vot_OFICIAL_2-02-22.pdf
dia,2022-02-02
hora,20:23
asunto,"TEXTO SUSTITUTORIO DE LOS PROYECTOS DE LEY 465, 509 Y 530, QUE PROPONE LA LEY DE REFORMA CONSTITUCIONAL DE LOS ARTÍCULOS 179 Y 180 DE LA CONSTITUCIÓN POLÍTICA, SOBRE LA ELECCIÓN DE UNO DE LOS MIEMBROS DEL JURADO NACIONAL DE ELECCIONES, POR PARTE DE LOS COLEGIOS DE ABOGADOS DE TODO EL PERÚ"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
